,comments,duration,languages,published_date,speaker_occupation,title,views,Positive,Negative,Moderate,related_views,event_class,Humanity/Progress_tag,arts/creativity_tag,philanthropy/religion_tag,music_tag,Global issues_tag,Scientific Fields_tag,media/entertainment_tag,Organizing/Perceiving Information_tag,Middle East_tag,Epidemics_tag,Outer-Space_tag,Vices/Prejudices_tag,exploration_tag,robots/prosthetics_tag,animals/organisms_tag
157,412,1254,39,1193881320,"Monk, author, photographer",The habits of happiness,7271730,8885,470,268,3884148,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
158,328,1136,26,1194310800,Legal activist,Laws that choke creativity,1895259,6109,228,89,1251332,Yearly TED Conference,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
159,40,299,28,1194484440,DNA origamist,Playing with DNA that self-assembles,410563,828,106,40,1218419,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,279,958,24,1194918240,Environmental scientist,A critical look at geoengineering against climate change,876658,3065,272,61,1104051,TEDSalon,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
161,115,1090,21,1195088400,Futurist,Using biology to rethink the energy challenge,898974,2456,304,69,790624,TEDSalon,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
162,46,1261,22,1195612320,"Epidemiologist, philanthropist",The case for optimism,418234,611,226,44,1125937,Other,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
163,31,1164,20,1196127900,Biologist,The sticky wonder of gecko feet,707524,1593,38,21,1215639,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
164,185,1017,22,1196312400,Mathematician,The fractals at the heart of African designs,1527858,4056,117,51,1908739,TEDGlobal,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
165,156,1026,29,1196749800,Designer,Design and destiny,1783740,2751,700,129,950633,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
166,160,962,29,1196931600,Physicist,"Beauty, truth and ... physics?",1181696,2284,178,114,2052258,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
167,154,1184,22,1197334800,"Physicist, energy guru",Winning the oil endgame,832668,2039,167,46,708449,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
168,604,914,44,1197504780,Mathemagician,"A performance of ""Mathemagic""",8360707,16898,517,314,4673742,Yearly TED Conference,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
169,183,793,34,1197938280,Psychologist,Why aren't we more compassionate?,1604402,2306,177,140,3262782,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
170,71,249,40,1198133340,Connector,The lost art of letter-writing,533761,819,85,75,1663420,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
171,435,558,40,1198200420,Tinkerer,5 dangerous things you should let your kids do,4364865,6170,406,378,11022698,Yearly TED Conference,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
172,465,1080,38,1199340000,Novelist,Tales of passion,3741423,10654,231,140,1487822,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
173,71,375,28,1199422800,Investor,We're worried about local warming ... in your lap,933311,1945,218,143,3700750,Yearly TED Conference,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,95,1231,21,1199751960,Ecologist,The emergent genius of ant colonies,928270,2267,91,114,1341938,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
175,227,1082,30,1199944800,Filmmaker,The mystery box,3519656,5326,398,252,1980855,Yearly TED Conference,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
176,554,327,47,1200011280,Oceanographer,Underwater astonishments,13926113,29309,380,322,1090851,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
177,40,1097,22,1200367200,Design curator,Treat design as art,585052,488,158,83,784495,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
178,39,1320,23,1200528660,Architect,"A master architect asks, Now what?",959382,491,272,139,1151506,Yearly TED Conference,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
179,41,640,22,1200619320,Guitarist,"""Tembererana""",403089,571,3,30,965969,Yearly TED Conference,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
180,95,2128,19,1200870300,Social innovator,"Rebuilding a neighborhood with beauty, dignity, hope",611092,1618,86,18,1526727,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
181,205,1148,26,1201059900,College president,The life-long learner,1854024,4138,178,74,1374883,Yearly TED Conference,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
182,51,255,30,1201139100,Technology columnist,The music wars,594523,897,376,166,2208580,Yearly TED Conference,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
183,34,1056,22,1201484160,Artist,An unusual glimpse at celebrity,670863,403,186,58,2641995,TEDGlobal,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
184,117,775,26,1201658220,TED Curator,TED's nonprofit transition,324266,784,50,61,3651458,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,78,819,23,1201749780,Transport networker,The idea behind Zipcar (and what comes next),434005,713,296,88,940431,Yearly TED Conference,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186,63,943,25,1202089320,City evangelist,A song of the city,596961,1449,54,53,1148380,Yearly TED Conference,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
187,30,1295,17,1202263020,Illustrator,An illustrated journey through Rome,700273,772,213,96,1397246,Yearly TED Conference,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
188,165,1045,25,1202346240,Environmental writer,A plant's-eye view,1359400,2798,137,70,2388577,Yearly TED Conference,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
189,60,1171,24,1202697540,Digital community builder,The new power of collaboration,931001,1373,116,102,1481045,Yearly TED Conference,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
190,105,1151,24,1202870400,Theremin player,The untouchable music of the theremin,1687185,2033,57,58,1234154,Yearly TED Conference,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,53,518,24,1202966580,Historian of science,The story of Project Orion,785872,828,52,50,1322899,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
192,29,1066,20,1203294120,Architect,Building uniqueness,545664,680,78,73,776014,Yearly TED Conference,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
193,46,374,23,1203469380,Singer/songwriter,The Jill and Julia Show,487972,694,153,159,1697891,Yearly TED Conference,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
194,84,927,20,1203642960,Jugglers,Juggle and jest,807628,2633,129,126,3026907,Yearly TED Conference,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
195,43,326,29,1203901200,Kenyan MP,A parable for Kenya,200726,470,17,33,1108654,TEDGlobal,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
196,26,202,32,1204115160,Venture capitalist,Model rocketry,412154,730,26,67,2047575,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
197,70,402,26,1204153200,Researcher,A preview of the WorldWide Telescope,1034064,1539,160,72,2155185,Yearly TED Conference,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
198,61,1237,29,1204625340,Educator and computing pioneer,A powerful idea about ideas,777609,1003,218,130,1345519,Yearly TED Conference,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,137,954,24,1204767480,"Biologist, genetics pioneer",On the verge of creating synthetic life,1004893,2382,95,30,696344,Yearly TED Conference,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
200,64,1523,18,1205198760,Tech visionary,"5 predictions, from 1984",974087,655,74,30,2048758,Yearly TED Conference,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
201,2877,1099,49,1205284200,Neuroanatomist,My stroke of insight,21190883,68436,1593,636,1997508,Yearly TED Conference,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
202,9,2678,19,1205372280,Architect,My days as a young rebel,620806,208,103,35,1179297,Yearly TED Conference,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,231,1535,32,1205805540,"Author, publisher, education activist",My wish: Once Upon a School,1357888,3652,51,28,9804878,Yearly TED Conference,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
204,456,1288,30,1205888400,Religious scholar,My wish: The Charter for Compassion,1277619,3198,236,86,1407299,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,69,1490,22,1205972760,"Physicist, education activist",My wish: Find the next Einstein in Africa,473165,1045,21,17,838560,Yearly TED Conference,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
206,67,1917,23,1206322560,Architect,My green agenda for architecture,763815,712,182,96,1123210,Other,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,156,242,38,1206377160,Brain researcher,A look inside the brain in real time,1485761,2200,159,126,2134779,Yearly TED Conference,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
208,251,1077,27,1206493200,"Astronomer, educator, skeptic",The call to learn,2283491,4017,685,119,9941253,Yearly TED Conference,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
209,67,419,0,1206580680,Singer-songwriter,"""M'Bifo""",294936,835,28,71,313996,TEDGlobal,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
210,82,264,40,1207016040,Illustrator,The search for the true face of Leonardo,1224127,1888,83,74,1004011,Yearly TED Conference,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
211,39,230,36,1207098000,Filmmaker,Sputnik mania,311741,311,22,44,1438289,Yearly TED Conference,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
212,68,240,34,1207185240,Designer,A new kind of music video,480377,353,447,170,1040688,Yearly TED Conference,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
213,551,612,39,1207272660,Theoretical physicist,Questioning the universe,8655723,3901,222,141,2268675,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
214,664,1674,44,1207618020,Climate advocate,New thinking on the climate crisis,1751426,5405,692,137,1140941,Yearly TED Conference,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
215,258,340,36,1207872300,Human-computer interaction researcher,Free or cheap Wii Remote hacks,5483940,10021,46,80,2347999,Yearly TED Conference,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
216,87,1241,21,1208229900,"Composer, inventor",Inventing instruments that unlock new music,497153,1019,111,31,3546840,Yearly TED Conference,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
217,92,1072,24,1208309400,Legal expert,The new open-source economics,753974,1597,96,105,1158127,TEDGlobal,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
218,51,1003,19,1208395500,Cardiologist,World-class health care,371754,669,15,14,914300,TEDGlobal,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
219,145,1372,34,1208839080,Novelist,Where does creativity hide?,2477746,2970,668,298,3439198,Yearly TED Conference,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
220,534,1146,35,1208908200,Physicist,Making sense of string theory,4119616,7618,243,116,1890322,Yearly TED Conference,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
221,292,899,37,1209433620,Physicist ,CERN's supercollider,3074172,5336,100,93,2064563,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
222,39,1041,17,1209513000,Band,Wake up! It's They Might Be Giants!,362609,309,167,64,1112855,Yearly TED Conference,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
223,32,1197,18,1209618000,CEO,The thinking behind 50x15,315244,545,100,78,785666,TEDGlobal,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
224,356,1064,28,1210046400,Mycologist,6 ways mushrooms can save the world,4060628,7800,217,60,1334874,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
225,69,1071,18,1210122000,Evolutionary biologist,Can we domesticate germs?,442623,825,77,43,1141457,Yearly TED Conference,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
226,82,2222,18,1210219200,Juggler,Juggling as art ... and science,944836,1932,211,88,2372256,Yearly TED Conference,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
227,303,606,33,1210663620,Hacker,A thought experiment on the intelligence of crows,2398373,6184,49,82,2314232,Yearly TED Conference,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
228,211,269,49,1210728900,"CEO, Public Radio International (PRI)",How the news distorts our worldview,1888717,3143,180,167,2774504,Yearly TED Conference,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
229,537,1208,30,1210822980,Food writer,What's wrong with what we eat,3830672,7121,422,210,1187261,Other,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
230,111,1099,23,1211256000,Oceanographer,The astonishing hidden world of the deep ocean,1281570,2879,36,25,1142011,Yearly TED Conference,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1
231,60,1063,27,1211338380,Designer,Designing objects that tell stories,1109822,1428,153,140,773795,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
232,76,944,24,1211875620,Sculptor,Moving sculpture,672113,1891,37,42,3100159,Yearly TED Conference,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
233,49,863,21,1211902080,Doctor,A hospital tour in Nigeria,230569,264,62,27,720627,TEDGlobal,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
234,139,1011,23,1211986800,Economist,"The ""bottom billion""",990220,1549,102,58,1257125,Yearly TED Conference,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
235,358,1168,23,1212454800,Memeticist,"Memes and ""temes""",735638,2170,588,121,1637519,Yearly TED Conference,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
236,57,1034,18,1212541200,Polymath,"Archeology, animal photography, BBQ ...",437132,803,184,70,1516262,Yearly TED Conference,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
237,43,386,0,1212627600,Singer-songwriter,"""Kounandi""",82488,574,27,30,384812,TEDGlobal,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
238,174,1152,20,1213059600,"Anthropologist, ethnobotanist",The worldwide web of belief and ritual,984223,1954,237,51,1478737,Yearly TED Conference,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
239,76,135,61,1213146000,Physicist,The ancestor of language,785293,302,100,131,1277163,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
240,85,1038,24,1213563480,Historian of science,The birth of the computer,838799,1115,108,67,1341008,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
241,218,674,34,1213563600,Artist,Turning powerful stats into art,1520108,4313,267,123,1466789,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
242,102,192,52,1213578000,"Physician, author",Your genes are not your fate,1384333,1482,36,81,1475899,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
243,83,1222,19,1213837500,Biologist,Robots inspired by cockroach ingenuity,799797,1694,27,28,1218597,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
244,131,211,51,1214182800,Venture capitalist,A mobile fridge for vaccines,857181,1500,39,51,1173039,Yearly TED Conference,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
245,119,1138,25,1214269200,Economist,Surprising stats about child carseats,749952,840,184,64,2145102,TEDGlobal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
246,638,1243,45,1214355600,Conductor,The transformative power of classical music,9315483,23300,148,143,2287363,Yearly TED Conference,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
247,43,1000,18,1214442000,Tech visionary,"One Laptop per Child, two years on",398643,516,32,25,910112,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,42,140,39,1214528400,Singer/songwriter,"""Clonie""",680591,642,72,104,883728,Yearly TED Conference,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
249,50,186,0,1214787600,Musician,"A performance with breath, music, passion",217663,240,202,62,832961,Yearly TED Conference,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
250,38,241,32,1214823120,Space activist,Stephen Hawking's zero g flight,497899,834,13,40,2517891,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
251,197,1507,25,1214980200,Photographer,The story of a girl,1123955,2440,66,24,1585166,Other,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
252,49,559,25,1215046800,Guitarist,"""Peace on Earth""",327542,557,20,18,513007,Yearly TED Conference,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
253,41,1098,20,1215392400,Botanist and activist,A hero of the Congo forest,368974,475,16,8,1254527,TEDGlobal,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
254,43,1100,19,1215478800,Animating neurobiologist,Animate characters by evolving them,325148,578,34,32,1619324,Yearly TED Conference,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
255,166,240,38,1215565200,Filmmaker,What happens when you lose everything,920941,684,295,205,1011075,Yearly TED Conference,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
256,64,1246,24,1215671400,Social Media Theorist,Institutions vs. collaboration,1097533,1800,83,47,1269377,TEDGlobal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,59,334,24,1215756000,Singer/songwriter,"""Mother of Pearl,"" ""If I Had You""",1013879,1223,48,48,731065,Yearly TED Conference,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
258,87,1151,24,1216017420,Physicist,Let's look for life in the outer solar system,895199,965,236,70,1852564,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
259,229,956,33,1216083600,"Anthropologist, expert on love",The brain in love,4883112,4099,375,347,5167580,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
260,791,1580,27,1216170000,Preacher,On technology and faith,1532675,3123,661,109,2192754,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
261,583,1060,39,1216256400,Author,My year of living biblically,2291701,3085,423,219,2721028,Other,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
262,669,1189,28,1216366800,Magician,Brain magic,13327101,9962,1018,336,3701518,Yearly TED Conference,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
263,224,1422,36,1216625280,Psychologist,The new era of positive psychology,4190393,4278,214,202,7589070,Yearly TED Conference,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
264,15,153,43,1216666500,"Craft artist, product designer",The wonder of Zulu wire art,294961,227,25,32,1613548,TEDGlobal,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
265,137,974,28,1216688400,"Novelist, poet",On humanity,843859,2247,43,40,1362504,Yearly TED Conference,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
266,70,936,23,1216800180,Paleoanthropologist,A dig for humanity's origins,656400,808,112,86,1310565,Yearly TED Conference,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
267,79,1229,24,1216879200,"Artist, storyteller, Internet anthropologist",The web as art,855052,1250,68,39,1804775,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
268,36,921,18,1217226960,Architecture critic,A tour of modern architecture,282994,283,118,48,1279543,Yearly TED Conference,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,233,1174,26,1217253660,Digital visionary,"The next 5,000 days of the web",1358292,2288,289,171,1433600,Other,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270,93,982,21,1217395680,Bioengineer,A computer that works like the brain,580298,868,124,102,5356580,TEDGlobal,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
271,66,953,29,1217422980,Origamist,The math and magic of origami,2161846,2952,17,48,1781982,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
272,16,178,38,1217552400,Engineer and origamist,Blindfold origami and cello,375734,342,34,85,1549425,Yearly TED Conference,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
273,272,969,30,1218996720,Particle physicist,Shedding light on dark matter,1410164,2573,77,66,1699366,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
274,90,1253,22,1219021200,Genographer,A family tree for humanity,665947,1439,84,36,1158675,TEDGlobal,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
275,80,893,28,1219107600,"Director of photography, National Geographic",How photography connects us,1056435,1969,64,84,2081378,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
276,109,1868,21,1219194000,Close-up card magician,Close-up card magic with a twist,4204848,4543,176,90,4236373,Yearly TED Conference,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
277,134,886,25,1219280400,Animal behaviorist,Dog-friendly dog training,1002304,1887,105,78,1659620,Other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
278,45,213,27,1219366800,Singer/songwriter,"""The Dog Song""",679711,847,55,83,988578,Yearly TED Conference,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
279,55,821,19,1219712400,Musician and inventor,"Great piano performances, recreated",329964,338,69,19,2371857,Other,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
280,174,1259,30,1219798800,Education researcher,Kids can teach themselves,1486853,2380,108,102,9206275,Other,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
281,92,998,19,1219885200,Blogger and activist,How I became an activist,321896,569,42,37,885543,TEDGlobal,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
282,99,348,31,1219989840,African grey parrot,"A talking, squawking parrot",2350678,2535,61,106,3595005,Yearly TED Conference,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
283,54,984,21,1220317200,DNA origamist,"DNA folding, in detail",501256,819,83,19,1203306,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
284,91,931,21,1220403600,Space activist,Our next giant leap,504508,705,58,26,1533147,TEDGlobal,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
285,62,1899,17,1220512740,"Entrepreneur, marketer","The web is more than ""better TV""",250722,326,72,47,1014727,Other,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
286,151,748,27,1220576400,Educator,What we think we know,1032549,1572,217,228,2007610,Yearly TED Conference,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
287,62,1426,26,1220835600,Primatologist; environmentalist,How humans and animals can live together,556147,1086,55,42,1965704,TEDGlobal,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
288,85,1518,21,1220922000,"Physician, disaster-preparedness activist",How to survive a nuclear attack,657688,822,127,59,1239705,Yearly TED Conference,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
289,56,1206,24,1221008400,Digital librarian,A free digital library,445781,719,84,43,1205821,Other,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
290,66,800,25,1221094800,Oceanographer,Life in the deep oceans,996736,1846,28,25,1287733,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
291,68,1414,23,1221181200,Storyteller,"Once upon a time, my mother ...",672797,1126,182,84,1699863,Yearly TED Conference,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
292,12,966,18,1221440400,Traveler,The camel's hump,185275,166,162,67,2109354,Yearly TED Conference,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
293,219,1182,26,1221526800,Lunch lady,What's wrong with school lunches,1137771,1682,221,59,2688904,Other,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
294,838,1122,31,1221613200,Social psychologist,The moral roots of liberals and conservatives,2724208,8052,692,199,4005843,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
